24559
-24219506809241608/2199023255552 6886285062963193/2199023255552 -6095978364927985/549755813888 1722037043200001/549755813888 
46517079506943976/4398046511104 -1185906111283201/4398046511104 23272776898969544/2199023255552 -636245979955201/2199023255552 
-8916867167027201/1099511627776 -8719173681151997/1099511627776 -8797925094195205/1099511627776 -8719173681151997/1099511627776 
5224753895833595/2199023255552 8437374333747190/2199023255552 5252678313574404/2199023255552 8436219222425605/2199023255552 
-16928499512115228/1099511627776 -8477039866675195/1099511627776 -16699599565619248/1099511627776 -8501441488486403/1099511627776 
-952290613657597/68719476736 406808061542400/68719476736 -7641409519615979/549755813888 3259739249049600/549755813888 
24964119920639896/2199023255552 -720627564543999/2199023255552 99683627381555152/8796093022208 -2838163672268801/8796093022208 
11237620754227644/2199023255552 5398577559432033/2199023255552 5377437615109290292563950684457728358484104/1052464765897847364762525061218094284800 2583971990627421687000783993698797097878713/1052464765897847364762525061218094284800 
-4761670438092795/274877906944 1843090843238399/274877906944 -19018333290495988/1099511627776 7367535729049601/1099511627776 
-1895624500838401/274877906944 316555447500799/274877906944 -30239928562483208/4398046511104 5051101321625601/4398046511104 
-11218707913113552/1099511627776 3275969108377599/1099511627776 -5620925202432024/549755813888 1633017449676801/549755813888 
16228168184627158/1099511627776 -4735069323263997/1099511627776 16200796156723234/1099511627776 -4754257005772803/1099511627776 
-5430024811315201/2199023255552 15263214862335994/2199023255552 -5524103888895999/2199023255552 15196768698368006/2199023255552 
2554450463948798/1099511627776 5280866133606401/1099511627776 2532170950246398/1099511627776 5264136732672003/1099511627776 
-11957572311449602/2199023255552 -5657289398681611/2199023255552 -11862900998144010/2199023255552 -5641376628736005/2199023255552 
-1400/1 -9000/1 -1500/1 -9000/1 
9838248729750520/2199023255552 6427310496360165/2199023255552 9995842573026636/2199023255552 6482468341506805/2199023255552 
6437200514252799/1099511627776 4690092123750400/1099511627776 6449644175360003/1099511627776 4677648882073600/1099511627776 
-5162160619520003/2199023255552 14367026315263996/2199023255552 -5265170628608007/2199023255552 14393990656819206/2199023255552 
2629057904640004/1099511627776 -7759137760870399/1099511627776 5682911143526407/2199023255552 -15467299628646398/2199023255552 
10045486425702396/2199023255552 8698285208371203/2199023255552 10066539315199998/2199023255552 8691267298918407/2199023255552 
-2084868980736003/1099511627776 7258925904691204/1099511627776 -8286121859481601/4398046511104 29042229955788780/4398046511104 
15742848624230398/2199023255552 8221569843199995/2199023255552 1969067602739199/274877906944 1037288184217599/274877906944 
21388427106713600/2199023255552 6209065189376005/2199023255552 2664517389516799/274877906944 778348842188801/274877906944 
-5544008377958399/1099511627776 8994642146099197/1099511627776 -5468351522406403/1099511627776 8982263916134399/1099511627776 
18896834369945608/2199023255552 6236158715494393/2199023255552 9430343929036802/1099511627776 3114807381196801/1099511627776 
7592796691452536/2199023255552 6960033487729417/2199023255552 7635314119811755/2199023255552 7042233849223909/2199023255552 
2804366185127510197317473111279/516307303384588390001278976 1928914669959907799289034644501/516307303384588390001278976 12002929908621070/2199023255552 8240880819680389/2199023255552 
-4504246288384000/274877906944 1898901929983999/274877906944 -8989088887603183/549755813888 3806556533555202/549755813888 
-38939495550156792/4398046511104 7162857049292809/4398046511104 -38950192703078384/4398046511104 7106221362380781/4398046511104 
-1787145958195200/274877906944 1203432954265599/274877906944 -7151781570150397/1099511627776 4807142984908797/1099511627776 
1271884205260801/1099511627776 7084482284748797/1099511627776 5150721913651195/4398046511104 28382217633792000/4398046511104 
-2860320922009613/274877906944 1348898337587201/274877906944 -11411539361791948/1099511627776 5395753153331203/1099511627776 
-6985884683468796/1099511627776 4999272307097599/1099511627776 -3507663929344001/549755813888 2498310963199999/549755813888 
4074437921996790/2199023255552 4892442964787205/2199023255552 4563342354022405/2199023255552 4657717130035196/2199023255552 
-16974349965721598/4398046511104 -5546088333312007/4398046511104 -8493551163801596/2199023255552 -2851306943283207/2199023255552 
6506860773375989/2199023255552 13472011334451196/2199023255552 3351563259084796/1099511627776 6795138223308797/1099511627776 
3688707915775999/4398046511104 24987700297728004/4398046511104 941460920729600/1099511627776 6271582548787205/1099511627776 
34991242844569580/8796093022208 -8378045903667201/8796093022208 17531175698431980/4398046511104 -4300747046912001/4398046511104 
5476542159257601/1099511627776 4483644705996802/1099511627776 5476542159257601/1099511627776 4475457424588802/1099511627776 
18677398450995164/1099511627776 -5113804908134397/1099511627776 4662010839040007/274877906944 -1283476422655999/274877906944 
6930794178150394/4398046511104 8195758935244799/4398046511104 6935238043238384/4398046511104 8089568385433599/4398046511104 
8126322232524779/4398046511104 18741432051302404/4398046511104 8152828556083219/4398046511104 18748057373900784/4398046511104 
2426254917632001/274877906944 1339999911936000/274877906944 9723375622553604/1099511627776 5338612052787195/1099511627776 
8135280427007999/1099511627776 4040030368563199/1099511627776 16303967646515208/2199023255552 8097718756966397/2199023255552 
-4810368404684801/4398046511104 -31478335406079980/4398046511104 -8805130069606361/8796093022208 -62616838235750424/8796093022208 
-3388962190131194/274877906944 2046830837760001/274877906944 -13507865083903980/1099511627776 8186526433280003/1099511627776 
9350310736691176/549755813888 3292571841331199/549755813888 4667902577868809/274877906944 1650069392588800/274877906944 
3496576286720001/1099511627776 5781008783769599/1099511627776 3492510538137605/1099511627776 5776129969356804/1099511627776 
1590522963558399/2199023255552 9967070556979210/2199023255552 768513776025600/1099511627776 4966086554419201/1099511627776 
12397237845455248/2199023255552 5635981324662925/2199023255552 44347446510397074711344182276/7874521460526420376682496 20181985697574566798164173525/7874521460526420376682496 
6473766037094397/1099511627776 4144159837388796/1099511627776 13016675141387134/2199023255552 8262037241929437/2199023255552 
99256895537152048/8796093022208 -2917347518054401/8796093022208 49601782061465560/4398046511104 -1497862609305599/4398046511104 
-10549281056358396/1099511627776 7607060686438401/1099511627776 -10533709283327994/1099511627776 7593004734873603/1099511627776 
5342815164825603/549755813888 1510372016127998/549755813888 21378350710783996/2199023255552 6069442261811195/2199023255552 
-10387238315622402/1099511627776 8810772247347195/1099511627776 -10449367701913602/1099511627776 8823066591231995/1099511627776 
-33012756093337580/8796093022208 -3969463300915203/8796093022208 -16343776624640008/4398046511104 -2104548864819199/4398046511104 
-7159493217484799/1099511627776 4812414386175999/1099511627776 -7171524159078401/1099511627776 4801214336204798/1099511627776 
5276927262719999/4398046511104 -7840348713779184/4398046511104 5268100349951986/4398046511104 -7731361402060783/4398046511104 
35736141168640020/17592186044416 8422022342246409/17592186044416 8785610617651211/4398046511104 2208053172633600/4398046511104 
-8125991721369602/1099511627776 8746816661094399/1099511627776 -8190190577254403/1099511627776 8745705170534399/1099511627776 
8168405362278399/1099511627776 4048610236825596/1099511627776 16381907881164798/2199023255552 8126651065958395/2199023255552 
-12644607695257596/2199023255552 -4640153482035201/2199023255552 -12657667919052792/2199023255552 -4725441717862403/2199023255552 
-7416911075737603/1099511627776 -2525499700019198/1099511627776 -14860759649484796/2199023255552 -5032998705561599/2199023255552 
-6382266037043207/549755813888 4192149805465600/549755813888 -6369809373593585/549755813888 4193564963635198/549755813888 
42484269632716800/4398046511104 1611297560985599/4398046511104 169451626430463968/17592186044416 6980696329420807/17592186044416 
2874074464256001/4398046511104 18968265044787208/4398046511104 702746512588800/1099511627776 4739913324953597/1099511627776 
-9040802978201604/1099511627776 3061383482572803/1099511627776 -18098183523532792/2199023255552 6145099117363191/2199023255552 
-1016427079270399/4398046511104 24930023584563184/4398046511104 -8667571997900805/35184372088832 198749383452262464/35184372088832 
3234673668915207/2199023255552 2528389785190399/2199023255552 3220212337868791/2199023255552 2505942079897601/2199023255552 
9222773696102400/1099511627776 7749053815193595/1099511627776 9220590141440006/1099511627776 7764217063014397/1099511627776 
65490164645888136/4398046511104 -8877741021593597/4398046511104 32756675379200084/2199023255552 -4458418064588793/2199023255552 
22576678463078420/4398046511104 4717718326476783/4398046511104 11272046038220796/2199023255552 2314110763007995/2199023255552 
7996659518668802/1099511627776 7596091742617603/1099511627776 8009629984358403/1099511627776 7567265968947197/1099511627776 
-16803069689856008/2199023255552 7800490242867199/2199023255552 -8428145187225603/1099511627776 3906433397555196/1099511627776 
3740726512844803/1099511627776 7609659477196799/1099511627776 7588568000102401/2199023255552 15214557580492796/2199023255552 
6208111824076801/2199023255552 12344727542169606/2199023255552 3092190226022404/1099511627776 6169821184000005/1099511627776 
7911268658988654/2199023255552 7621725509700197/2199023255552 7979743240078351/2199023255552 7617812676495052/2199023255552 
7905579472439009/2199023255552 7360367095029424/2199023255552 7906306422275563/2199023255552 7371634817495891/2199023255552 
-8406292024524791/4398046511104 35894199320576008/4398046511104 -8086122345267197/4398046511104 35872278210150388/4398046511104 
-8782589041049596/1099511627776 7933565442457595/1099511627776 -8768559933030399/1099511627776 7956046911897595/1099511627776 
3415261944217603/1099511627776 6090816434995201/1099511627776 6817513576857609/2199023255552 12165369875660796/2199023255552 
2909569810432003/1099511627776 723974514278400/1099511627776 23299949278003160/8796093022208 5506807837491197/8796093022208 
11152688729292852/1099511627776 2081057197260803/1099511627776 2785097757491189/274877906944 536478587289601/274877906944 
-6609649323212819/4398046511104 5945427597721618/4398046511104 -6563662135295981/4398046511104 5920900985651205/4398046511104 
-9247976429977604/1099511627776 7679339449548801/1099511627776 -9076799333990398/1099511627776 7648835954278395/1099511627776 
650339800007747336686249692203694190285517206/167564334352604399942687033684446211473408 559183348287112860193809524007958060632930255/167564334352604399942687033684446211473408 220976379337685776075090100129646816914580325/56932515971182614217606597582251314118656 189960328594443076674718811183479887525184980/56932515971182614217606597582251314118656 
4057720265113599/2199023255552 9355614853529598/2199023255552 8006657900543995/4398046511104 18784685391872016/4398046511104 
6280836441702391/35184372088832 31105163146035208/35184372088832 6300204898713605/35184372088832 32022235971583984/35184372088832 
-17608904540160020/1099511627776 6121429821030397/1099511627776 -8806408493465624/549755813888 3055496567193601/549755813888 
8545167946547199/1099511627776 7475604488192003/1099511627776 8596111962931197/1099511627776 7494501505433596/1099511627776 
41309743716761616/4398046511104 8625013234073591/4398046511104 41174361649971192/4398046511104 8778382154137587/4398046511104 
1350026290790403/1099511627776 5161599841075197/1099511627776 2731510700441605/2199023255552 10313702939033602/2199023255552 
