12834
8849800/20833 8347800/20833 26545600/62501 26206600/62501 
2741100/62501 14861202/62501 3991100/62501 14866202/62501 
15279400/62499 30088400/62499 15220600/62501 30089600/62501 
2729900/62499 36388498/62499 2704900/62499 36388598/62499 
20364400/62499 8818400/62499 20135600/62501 8819600/62501 
-416/1 400/1 -51250/125 50003/125 
37538/125 -53000/125 37533/125 -54250/125 
62736004/62501 -27625502/62501 20911300/20833 -9200166/20833 
7755600/62501 36131600/62501 8994400/62499 36135400/62499 
-53750/125 25003/125 -52500/125 25008/125 
26360402/62501 2495100/62501 25389598/62499 2498900/62499 
36350302/62501 -69900/62501 36350202/62501 -94900/62501 
191100/62501 33601302/62501 216100/62501 33601402/62501 
149918/62499 43894198/62499 2/1 802/1 
12650600/62501 12599600/62501 11599400/62499 12603400/62499 
2675044/62501 31375202/62501 2674916/62499 31384798/62499 
31375402/62501 -25000/62501 31370402/62501 -24980/62501 
-26225524/62499 25013696/62499 -8733508/20833 8337932/20833 
37625202/62501 4900080/62501 37620502/62501 3725080/62501 
34119400/62499 7513400/62499 34115600/62501 8736600/62501 
15110202/62501 2490100/62501 15105202/62501 1240100/62501 
26449400/62499 24955400/62499 26550600/62501 24956600/62501 
31370302/62501 2450060/62501 31370202/62501 2425060/62501 
11530600/62501 29896600/62501 4239800/20833 9966800/20833 
62733600/62501 -27024502/62501 62738600/62501 -27024482/62501 
100/1 238/1 100/1 242/1 
25374400/62499 6298400/62499 25125600/62501 6299600/62501 
37605302/62501 -74920/62501 12216566/20833 -23700/20833 
17760600/62501 34921600/62501 5919800/20833 11692800/20833 
-315368/753 376612/753 -8725188/20833 10417932/20833 
26404400/62499 13705400/62499 26400600/62501 12544600/62501 
24075600/62501 18696600/62501 25174400/62499 18700400/62499 
62733600/62501 -27024502/62501 62731004/62501 -26375502/62501 
33860202/62501 2415100/62501 10963266/20833 806300/20833 
-9533514/20833 20916300/20833 -458/1 1100/1 
31524400/62499 31273400/62499 31475600/62501 31274600/62501 
288/1 -400/1 17899798/62499 -21100/62499 
8466566/20833 -8700/20833 8381566/20833 -8360/20833 
12502/25 -10500/25 10417932/20833 -8808520/20833 
62628898/62499 -100018/62499 18797966/20833 -25026/20833 
-53750/125 25023/125 -52500/125 25028/125 
36514400/62499 33753400/62499 36485600/62501 33754600/62501 
3429800/20833 9202800/20833 10210600/62501 27609600/62501 
2174800/20833 10457800/20833 6475600/62501 31374600/62501 
11359800/20833 5837800/20833 34075600/62501 18736600/62501 
22674400/62499 18690400/62499 22825600/62501 18691600/62501 
10004/25 -11000/25 25008796/62499 -27700520/62499 
12685600/62501 21349600/62501 12684400/62499 21150400/62499 
16524400/62499 31333400/62499 16520600/62501 32416600/62501 
194900/62499 32648698/62499 191100/62501 33601302/62501 
19120600/62501 7426600/62501 6709800/20833 2476800/20833 
-53750/125 37533/125 -53750/125 37523/125 
62518/125 -53000/125 62513/125 -54250/125 
-10400/25 12504/25 -51250/125 62523/125 
16385600/62501 8834600/62501 16384400/62499 8665400/62499 
-26200438/62501 43996004/62501 -26849438/62501 43998600/62501 
-52500/125 62528/125 -52500/125 62518/125 
-496/1 300/1 -496/1 304/1 
30255600/62501 36221600/62501 10084800/20833 12092800/20833 
36634598/62499 3703900/62499 36384598/62499 3704900/62499 
-450/1 400/1 -440/1 400/1 
100/1 538/1 5240900/62499 33628498/62499 
28959400/62499 27465400/62499 29040600/62501 27466600/62501 
246100/62501 19851302/62501 1471100/62501 19856202/62501 
-57500/125 25018/125 -11400/25 5004/25 
15304400/62499 23838400/62499 15300600/62501 24911600/62501 
6299800/20833 4141800/20833 18895600/62501 11324600/62501 
6395600/62501 11374600/62501 6394400/62499 11125400/62499 
37500/125 -57952/125 18753796/62499 -28975520/62499 
32605402/62501 1220100/62501 31644598/62499 1223900/62499 
62748600/62501 -27024442/62501 62746004/62501 -26375442/62501 
21600600/62501 12436600/62501 7199800/20833 4187800/20833 
-470/1 400/1 -2350/5 1994/5 
5216100/62501 21121202/62501 5241100/62501 21121302/62501 
225004/62501 25125302/62501 74972/20833 8381566/20833 
37625402/62501 3700060/62501 37620402/62501 3700080/62501 
29139698/62499 2458900/62499 28860302/62501 2460100/62501 
22830600/62501 17441600/62501 7609800/20833 5852800/20833 
25110302/62501 1225080/62501 25110202/62501 1200080/62501 
8379800/20833 3316800/20833 25135600/62501 8799600/62501 
31649698/62499 -51100/62499 10466566/20833 -16700/20833 
22865600/62501 8691600/62501 23884400/62499 8695400/62499 
3991100/62501 33616502/62501 5300/83 44666/83 
-2298/5 2020/5 -9575168/20833 8336232/20833 
17605202/62501 1230100/62501 5548266/20833 411300/20833 
13915600/62501 16344600/62501 12834400/62499 16348400/62499 
32785600/62501 28731600/62501 32784400/62499 28768400/62499 
26544400/62499 26293400/62499 26540600/62501 27456600/62501 
17779400/62499 30078400/62499 17720600/62501 30079600/62501 
37620402/62501 -49980/62501 37615402/62501 -49960/62501 
32655600/62501 13769600/62501 10884800/20833 4576800/20833 
149938/62499 50139098/62499 149918/62499 50144098/62499 
31360302/62501 2450100/62501 31360202/62501 2425100/62501 
100/1 -460/1 100/1 -462/1 
62743900/62499 -28850518/62499 62743600/62501 -28274482/62501 
50133898/62499 1199942/62499 50129098/62499 2399942/62499 
25284400/62499 28798400/62499 25280600/62501 29951600/62501 
11439400/62499 22395400/62499 11560600/62501 22396600/62501 
24115600/62501 8696600/62501 24114400/62499 8803400/62499 
1450044/62501 25120202/62501 1450024/62501 25125202/62501 
30244400/62499 36220400/62499 30255600/62501 36221600/62501 
21445600/62501 23814600/62501 21444400/62499 23685400/62499 
100/1 342/1 5239900/62499 21378698/62499 
25125600/62501 6299600/62501 24124400/62499 6303400/62499 
-8733508/20833 12504532/20833 -26175524/62499 37513696/62499 
12710600/62501 27599600/62501 12709400/62499 27400400/62499 
100/1 -410/1 100/1 -420/1 
31644598/62499 1223900/62499 10548166/20833 416300/20833 
12690600/62501 22599600/62501 11559400/62499 22603400/62499 
9254800/20833 11262800/20833 27760600/62501 34961600/62501 
229900/62499 17648798/62499 226100/62501 18601202/62501 
20210600/62501 27569600/62501 20209400/62499 27430400/62499 
37620302/62501 3675080/62501 12211566/20833 1226300/20833 
35320600/62501 19991600/62501 35319400/62499 20008400/62499 
12769400/62499 32598400/62499 12765600/62501 33651600/62501 
12664400/62499 16150400/62499 12835600/62501 16151600/62501 
35394598/62499 1208900/62499 11714866/20833 403300/20833 
600/1 440/1 12179800/20833 9167800/20833 
32300/753 435406/753 885300/20833 12046266/20833 
1491100/62501 14856202/62501 1489900/62499 15143798/62499 
-10900/25 7436/25 -2150/5 1486/5 
224900/62499 31398598/62499 199900/62499 31398698/62499 
5464800/20833 3721800/20833 16390600/62501 10084600/62501 
18979400/62499 32425400/62499 18975600/62501 31324600/62501 
29144798/62499 1183900/62499 29144698/62499 1208900/62499 
2699938/62499 50128898/62499 2699918/62499 50133898/62499 
12645600/62501 11349600/62501 11604400/62499 11353400/62499 
26580600/62501 17456600/62501 8859800/20833 5847800/20833 
31389698/62499 1199920/62499 31375302/62501 1200020/62501 
30335600/62501 16221600/62501 31414400/62499 16225400/62499 
33875600/62501 6235600/62501 542/1 100/1 
32879798/62499 4918900/62499 32879698/62499 4943900/62499 
-27400498/62501 43985804/62501 -2194/5 3020/5 
30394598/62499 1228900/62499 30389798/62499 2428900/62499 
214900/62499 27648698/62499 211100/62501 28601302/62501 
19119400/62499 7573400/62499 18880600/62501 7574600/62501 
33879400/62499 7485400/62499 33875600/62501 6264600/62501 
1328300/20833 11711166/20833 3981100/62501 36116502/62501 
1466100/62501 21106202/62501 488300/20833 7131266/20833 
36529400/62499 30003400/62499 36470600/62501 30004600/62501 
27784400/62499 28788400/62499 27780600/62501 29961600/62501 
30389798/62499 2428900/62499 30110202/62501 2430100/62501 
34085600/62501 16236600/62501 34084400/62499 16263400/62499 
31365402/62501 3725100/62501 30384598/62499 3728900/62499 
204/1 -500/1 300/1 -500/1 
600/1 -494/1 75500/125 -61748/125 
-450/1 -400/1 -450/1 -410/1 
35100202/62501 -89900/62501 560/1 -400/1 
36370402/62501 4955100/62501 35379598/62499 4958900/62499 
1324972/20833 10459866/20833 3974900/62499 31383598/62499 
37505900/62499 -27124540/62499 37505600/62501 -27500460/62501 
26405600/62501 13794600/62501 26404400/62499 13705400/62499 
17719400/62499 29920400/62499 17780600/62501 29921600/62501 
31375600/62501 6225600/62501 31625600/62501 6226600/62501 
-28024478/62501 62743600/62501 -28024498/62501 62738600/62501 
9713266/20833 811300/20833 29139698/62499 2458900/62499 
-400/1 584/1 -13280/33 19240/33 
14124400/62499 6343400/62499 14120600/62501 7406600/62501 
473300/20833 10881266/20833 1416100/62501 33606202/62501 
30270600/62501 32471600/62501 10089800/20833 10842800/20833 
19050600/62501 24926600/62501 20199400/62499 24930400/62499 
11309800/20833 6661800/20833 34070600/62501 19986600/62501 
14034400/62499 28843400/62499 13965600/62501 28844600/62501 
62523/125 -56750/125 12504/25 -11500/25 
32815600/62501 21231600/62501 33934400/62499 21235400/62499 
34025600/62501 31236600/62501 34024400/62499 31263400/62499 
19075600/62501 18676600/62501 6724800/20833 6226800/20833 
493300/20833 5881266/20833 1476100/62501 18606202/62501 
30105302/62501 1205100/62501 30105202/62501 1180100/62501 
25335600/62501 16201600/62501 8444800/20833 5432800/20833 
21605600/62501 11186600/62501 21604400/62499 11313400/62499 
36564400/62499 21253400/62499 36435600/62501 21254600/62501 
-26125458/62501 43990704/62501 -26150458/62501 43990804/62501 
27884798/62499 3688900/62499 27615202/62501 3690100/62501 
504/1 -400/1 12598/25 -10000/25 
221100/62501 32351402/62501 220900/62499 32398598/62499 
6589400/62499 15123400/62499 6410600/62501 15124600/62501 
-28675498/62501 50241004/62501 -28700478/62501 43996004/62501 
-28625498/62501 50240804/62501 -28650498/62501 50240904/62501 
1738300/20833 7126266/20833 3989900/62499 21383698/62499 
22640600/62501 10059600/62501 22639400/62499 9940400/62499 
6624400/62499 6373400/62499 6375600/62501 6374600/62501 
9025600/62501 31136600/62501 9024400/62499 31363400/62499 
75000/125 -52802/125 75000/125 -52852/125 
6425600/62501 18874600/62501 100/1 302/1 
50248600/62501 -27074442/62501 50246004/62501 -26425442/62501 
16564400/62499 21333400/62499 16560600/62501 22416600/62501 
62/1 1102/1 -42238/101 111496/101 
8378266/20833 816640/20833 25125202/62501 2450040/62501 
3911100/62501 34866202/62501 3910900/62499 34883798/62499 
-428/1 90/1 -10749/25 -10000/25 
-480/1 204/1 -60000/125 25008/125 
22870600/62501 7441600/62501 7959800/20833 2481800/20833 
7840600/62501 14881600/62501 2969800/20833 4961800/20833 
-50000/125 62518/125 -50000/125 62528/125 
100/1 518/1 2159800/20833 10791800/20833 
27894598/62499 1238900/62499 27605402/62501 1240100/62501 
-476/1 204/1 -480/1 204/1 
22835600/62501 16191600/62501 22834400/62499 16308400/62499 
75000/125 -57952/125 37503496/62499 -28975520/62499 
23850202/62501 -44900/62501 380/1 -400/1 
62500/125 -52852/125 62500/125 -52902/125 
27780600/62501 29961600/62501 28969400/62499 29965400/62499 
-10900/25 10006/25 -53750/125 50033/125 
174958/62499 43884098/62499 49986/20833 14628066/20833 
36395600/62501 11254600/62501 11784800/20833 3752800/20833 
24019400/62499 32553400/62499 24015600/62501 33696600/62501 
50243900/62499 -30050498/62499 50243600/62501 -29574502/62501 
-51250/125 37523/125 -51250/125 37513/125 
11374400/62499 6145400/62499 908/5 0/5 
14004400/62499 36343400/62499 13995600/62501 36344600/62501 
43986004/62501 -27700502/62501 43991004/62501 -27700482/62501 
100/1 282/1 100/1 298/1 
62666/104 -52375/104 1004/1 -502/1 
-500/1 300/1 -500/1 204/1 
7598/25 -10000/25 6298266/20833 -8360/20833 
14666300/20833 -9591846/20833 43998600/62501 -28349462/62501 
43991004/62501 -26450462/62501 43996004/62501 -26450442/62501 
524/1 -410/1 540/1 -410/1 
43985804/62501 -27650502/62501 43985704/62501 -27625502/62501 
2734900/62499 35138498/62499 2731100/62501 36111502/62501 
37625302/62501 3675060/62501 37625202/62501 3650060/62501 
35214400/62499 28740400/62499 35210600/62501 27509600/62501 
12544/25 0/25 31360402/62501 -24940/62501 
6619400/62499 7623400/62499 6615600/62501 8626600/62501 
-26849498/62501 43983600/62501 -53748/125 75500/125 
36415600/62501 16254600/62501 36414400/62499 16245400/62499 
75000/125 -57852/125 12501232/20833 -9641840/20833 
-430/1 304/1 -53750/125 37533/125 
10240600/62501 35109600/62501 10239400/62499 34890400/62499 
37503496/62499 -26475560/62499 12500300/20833 -9041520/20833 
5196100/62501 32371302/62501 5221100/62501 32371402/62501 
36624400/62499 6253400/62499 36375600/62501 6254600/62501 
15370600/62501 7411600/62501 5459800/20833 2471800/20833 
-490/1 -400/1 -490/1 -410/1 
6624400/62499 6373400/62499 6620600/62501 7376600/62501 
17724400/62499 31170400/62499 17775600/62501 31171600/62501 
25295600/62501 26201600/62501 25294400/62499 26298400/62499 
10046/25 0/25 10044/25 0/25 
8336232/20833 -9658500/20833 2020/5 -2318/5 
26619400/62499 7543400/62499 26380600/62501 7544600/62501 
15200600/62501 25089600/62501 15199400/62499 24910400/62499 
50235804/62501 -27625502/62501 50233900/62499 -27550498/62499 
12655600/62501 13849600/62501 3864800/20833 4617800/20833 
33879598/62499 4964900/62499 33870402/62501 4965100/62501 
7964800/20833 3731800/20833 23890600/62501 10054600/62501 
1399918/62499 62638898/62499 22/1 1102/1 
25134598/62499 2499920/62499 25129798/62499 3699920/62499 
16429400/62499 19915400/62499 16570600/62501 19916600/62501 
1399916/62499 37639798/62499 249916/62499 37644398/62499 
6550600/62501 24876600/62501 7699400/62499 24880400/62499 
21444400/62499 23685400/62499 21440600/62501 22564600/62501 
21405600/62501 13814600/62501 20344400/62499 13818400/62499 
500/1 -444/1 500/1 -454/1 
1450084/62501 37610402/62501 1475084/62501 37610502/62501 
25003696/62499 -27725540/62499 50008/125 -55500/125 
37634698/62499 2424920/62499 37625302/62501 2425040/62501 
26424400/62499 18705400/62499 26420600/62501 17544600/62501 
37508/125 -58000/125 37518/125 -58000/125 
-3123110/6251 3122904/6251 -3120610/6251 3122804/6251 
75000/125 -55352/125 75000/125 -55402/125 
485300/20833 12047866/20833 1454900/62499 36393598/62499 
2749916/62499 31384498/62499 2724916/62499 31384598/62499 
908/5 0/5 832/5 0/5 
37625202/62501 2400040/62501 37620202/62501 2400060/62501 
18879400/62499 7425400/62499 19120600/62501 7426600/62501 
36459400/62499 27495400/62499 36540600/62501 27496600/62501 
202/1 40/1 5046/25 0/25 
1474916/62499 18889798/62499 249916/62499 18894698/62499 
1481100/62501 17356202/62501 2731100/62501 17361202/62501 
15155600/62501 13839600/62501 15154400/62499 13660400/62499 
3994900/62499 13883798/62499 3991100/62501 14866202/62501 
11385600/62501 8854600/62501 3794800/20833 2881800/20833 
31253596/62499 -30225500/62499 2520/5 -2418/5 
100/1 322/1 100/1 338/1 
50235904/62501 -26400482/62501 50240904/62501 -26400462/62501 
15370600/62501 7411600/62501 15369400/62499 7588400/62499 
-59952/125 50000/125 -59902/125 50000/125 
546/1 100/1 542/1 100/1 
43985704/62501 -26375482/62501 43990704/62501 -26375462/62501 
6354800/20833 7107800/20833 19060600/62501 22426600/62501 
26480600/62501 32544600/62501 25269400/62499 32548400/62499 
-2094/5 2520/5 -8725168/20833 10422932/20833 
35365600/62501 8741600/62501 35364400/62499 8758400/62499 
27654400/62499 13710400/62499 27650600/62501 12539600/62501 
36420600/62501 17504600/62501 35329400/62499 17508400/62499 
31358/52 -26125/52 704/1 -502/1 
9039400/62499 27613400/62499 9035600/62501 28636600/62501 
-496/1 404/1 -12400/25 12486/25 
5519800/20833 7527800/20833 16555600/62501 23666600/62501 
7503/25 -10250/25 7502/25 -10500/25 
-458/1 804/1 -28625478/62501 50245804/62501 
32639798/62499 2419900/62499 32610202/62501 2420100/62501 
20877966/20833 799974/20833 62628898/62499 2399942/62499 
204/1 -480/1 5002/25 -12000/25 
442/1 100/1 27624400/62499 6210400/62499 
14100600/62501 12406600/62501 4699800/20833 4197800/20833 
15315600/62501 21161600/62501 5104800/20833 7112800/20833 
18860202/62501 2475100/62501 5963266/20833 826300/20833 
-26824498/62501 50233600/62501 -27300502/62499 50233900/62499 
885300/20833 12046266/20833 2654900/62499 36388798/62499 
11375600/62501 6354600/62501 182/1 100/1 
225024/62501 31370402/62501 1425024/62501 31375202/62501 
62500/125 -57852/125 62500/125 -57902/125 
11378166/20833 1246300/20833 134998/249 14900/249 
37615402/62501 1200060/62501 37610402/62501 1200080/62501 
21615600/62501 8686600/62501 7204800/20833 2937800/20833 
2744900/62499 20138698/62499 2719900/62499 20138798/62499 
7819400/62499 20118400/62499 7680600/62501 20119600/62501 
26629798/62499 4943900/62499 26370202/62501 4945100/62501 
37523/125 -56750/125 7504/25 -11500/25 
10504800/20833 11257800/20833 31510600/62501 34976600/62501 
26575600/62501 18706600/62501 26574400/62499 18793400/62499 
-28650524/62499 37503796/62499 -57302/125 75000/125 
24/1 602/1 499972/20833 12546466/20833 
7139800/20833 5811800/20833 21415600/62501 16314600/62501 
11410600/62501 15104600/62501 11409400/62499 14895400/62499 
26560600/62501 22456600/62501 9229800/20833 7486800/20833 
37610302/62501 -74940/62501 37610202/62501 -99940/62501 
528/1 -400/1 524/1 -400/1 
160900/62499 34898798/62499 53300/20833 11716266/20833 
-466/1 600/1 -57452/125 75000/125 
-26200504/62499 25018796/62499 -8733508/20833 8337932/20833 
-26150458/62501 50240904/62501 -26175458/62501 50241004/62501 
37615402/62501 -49960/62501 37615302/62501 -74960/62501 
32889598/62499 2468900/62499 10963166/20833 831300/20833 
